"","chr","pos","mu1","mu2","diff","diff.se","stat","phi1","phi2","pval","fdr","postprob.overThreshold","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Geneid","subjectHits"
"689","chr2",9875046,0.615101192493303,0.245130175683536,0.369971016809766,0.155485843507696,2.37945145656591,0.0210926101108506,0.0285911777944949,0.0173384265314952,0.999769025247847,0.959998215873978,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",353,"inside intron",61,1,2,"inside transcription region","-",912,NA,"14462",17665
"2184","chr4",128797085,0.914115692552229,0.43789078110673,0.476224911445499,0.224581960461725,2.12049494298836,0.0267020250098934,0.0347899580770109,0.0339643275496027,0.999769025247847,0.958202179303739,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",2197,NA,NA,NA,8,NA,"-",21784,NA,"230761",45393
"2235","chr4",128798545,0.420841834393901,0.933213840567466,-0.512372006173565,0.248970993010376,-2.0579586399939,0.0239300176300449,0.0359688601721786,0.0395941038668514,0.999769025247847,0.958124376097139,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","upstream","upstream",3657,NA,NA,NA,8,NA,"-",21784,NA,"230761",45393
"5557","chrX",7583986,0.245975056760263,0.959904237273844,-0.71392918051358,0.406227876912933,-1.75745984234016,0.0263424518743666,0.0365648115002578,0.0788394609331383,0.999769025247847,0.957198050211932,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",2287,NA,NA,NA,11,NA,"+",8970,NA,"20371",31450
"5504","chrX",7580523,0.928500108511164,0.375423611103941,0.553076497407223,0.282851380034883,1.9553607881956,0.0267412154501339,0.0348082289757476,0.0505405009189476,0.999769025247847,0.955876567571425,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside exon","inside",40,"inside exon",0,1,13,"5' UTR","+",14751,NA,"20371",31449
"2340","chr4",128801594,0.87003766387756,0.445759597762814,0.424278066114746,0.196180617835666,2.16269104866491,0.0233391439221491,0.0356803933365666,0.0305649500386902,0.999769025247847,0.954595417398833,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",4451,"inside intron",4417,1,7,"5' UTR","-",28961,NA,"230761",45394
"1865","chr4",128787438,0.511079494946638,0.961691666755419,-0.450612171808781,0.214274813181091,-2.10296378337268,0.0243126115216106,0.0363290162706942,0.0354689354641414,0.999769025247847,0.954198810993761,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",2654,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"1299","chr3",94381085,0.810663701830756,0.458361900160036,0.352301801670719,0.151165551498631,2.33056935378501,0.0389915380360957,0.029249623653706,0.0197760790320088,0.999769025247847,0.953830915098338,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",3569,"inside intron",3098,2,7,"5' UTR","+",20132,NA,"19885",30387
"679","chr2",9874943,0.535248017988152,0.184940053909669,0.350307964078483,0.150017060855187,2.33512083280075,0.0226356099537265,0.0363858951557213,0.0195371093035959,0.999769025247847,0.953737049095714,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",456,"inside intron",-17,2,2,"inside transcription region","-",912,NA,"14462",17665
"3387","chr10",118440849,0.682125557677167,0.343227339718475,0.338898217958692,0.143435544587933,2.36272131104109,0.0250027927229515,0.0278314541019944,0.0181413060976555,0.999769025247847,0.953204928404123,"Ifng","NM_008337 NP_032363","promoter","promoter",197,NA,NA,NA,4,NA,"+",4846,NA,"15978",20216
"4120","chr11",97112953,0.511130338902102,0.898987163932046,-0.387856825029943,0.174576792115374,-2.22169751391478,0.0218374238017424,0.0341825704483909,0.0263037546823708,0.999769025247847,0.953013178247161,"Tbx21","NM_019507 NP_062380","inside intron","inside",2378,"inside intron",1696,1,6,"inside transcription region","-",17260,NA,"57765",70992
"1869","chr4",128787459,0.08236537894568,0.503281702931408,-0.420916323985728,0.197650017719441,-2.12960428155998,0.0270093874068913,0.031857475964136,0.0332042972815055,0.999769025247847,0.951975811475219,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",2633,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
